SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Young's Modulus (kPa) log10,À´Ô´
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,OC(C(CC(O)=O)(CC(O)=O)O)=O,,6.176091259055681,10.1126_sciadv.aay0929_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[S],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=C(O)CCCCCCCCCCCCCCCCC,,3.505149978319906,10.1080_03602559.2010.496425_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[H][Si]([H])([H])[H],,,,6.301029995663981,10.1016_j.sna.2013.11.022_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],[S],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=C(O)CCCCCCCCCCCCCCCCC,6.2552725051033065,10.4028_www.scientific.net_msf.885.298_part_1.txt_¶Î1_Material1
[*]C(C)C[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,6.600972895686748,10.1007_s00289-010-0288-8_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C([H])([H])C(O)([H])[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,OC(C(CC(O)=O)(CC(O)=O)O)=O,6.835500327867319,10.1016_j.compscitech.2010.05.022_part_1.txt_¶Î1_Material1
[*]CC[*],O=[Ti]=O,O=[Al]O[Al]=O,,,5.6020599913279625,10.1177_0731684413493340_part_2.txt_¶Î1_Material1
[*]C(C)C[*],COC(C(C[*])([*])C)=O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,O=[Si]=O,O=C([O-])[O-].[Ca+2],6,10.1007_s10163-017-0673-6_part_1.txt_¶Î1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,6.447158031342219,10.1002_app.32616_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,N(CC)(CC)CC,CCCC[Sn](OC(CC(C)CCCCCCCC)=O)(OC(CCCCCCCCCCC)=O)CCCC,,6.3979400086720375,10.1016_j.porgcoat.2020.105545_part_1.txt_¶Î1_Material1
CC(C[*])O[*],,,,,5.710117365111817,10.4028_www.scientific.net_msf.986.18_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],OCC(O)CO,[*]OCC[*],,,4.891537457672564,10.4028_www.scientific.net_kem.737.287_part_1.txt_¶Î1_Material1
[*]CC[*],O=C1C([*])C(CC[*])C(O1)=O,,,,6.2455126678141495,10.1177_0892705720962170_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,,,,6.176091259055681,10.4028_www.scientific.net_kem.798.322_part_1.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[C],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,5,10.1515_ract-2019-3112_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,6.3979400086720375,10.1002_pc.26053_part_2.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[H]C(=O)/C([H])=C(\[H])C1=CC=CC=C1,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,6,10.1016_j.foodhyd.2017.12.012_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(C(C[*])[*])N,[Fe+3],,,1.146128035678238,10.1016_j.carbpol.2020.117010_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,,,6.719331286983727,10.1007_s10570-019-02881-4_part_1.txt_¶Î1_Material1
[*]CCCC(CCCCCC)[*],[*]C(C)C[*],[*]C(C)C[*],[*]C(C)C[*],,6.383653821462558,10.3144_expresspolymlett.2015.29_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,5.176091259055681,10.1016_j.ijbiomac.2019.04.115_part_1.txt_¶Î1_Material1
[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]O[Si](C)(C)[*],,,6.363611979892144,10.1002_app.34308_part_2.txt_¶Î1_Material1
[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,6.079181246047625,10.1080_15583724.2015.1019136_part_6.txt_¶Î1_Material1
[*]C(C)C[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,6.829303772831025,10.3390_polym12020438_part_2.txt_¶Î1_Material1
[*]CC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,,,6,10.1016_j.carbpol.2013.10.052_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Si]=O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,C(C1=CC=C(N)C=C1)C1=CC=C(N)C=C1,6.477121254719663,10.1177_0021998314565410_part_1.txt_¶Î1_Material1
[*]CC[*],CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,,,6,10.1134_s2075113315010141_part_1.txt_¶Î1_Material1
N#CC(C1=CC=CC=N1)C1=CC=CC=C1,[*]C([H])([H])C(O)([H])[*],[*]OCC[*],O=C(O)CCCCCCCCCCCCCCCCC,,5.190499779633488,10.1002_app.32961_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(O)CO,,,,4.843045810534569,10.1016_j.foodhyd.2019.105201_part_2.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,OCC(O)CO,CCO,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,5.414973347970818,10.1002_app.48832_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C=C([CH3])C(=O)O[CH3],C=C(C(OCC1CO1)=O)C,,,6.698970004336019,10.1080_15440478.2021.1916672_part_1.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,O=[Si]=O,O=[Si]=O,[H][Si]([H])([H])[H],,3.4913616938342726,10.1039_c8sm01712c_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[C],,,,6.17897694729317,10.1002_app.32540_part_2.txt_¶Î1_Material1
O=C(C(C[*])[*])N,[*]NC(C)C(N1CCCC1C([*])=O)=O,,,,1.3010299956639813,10.1002_bit.24810_part_1.txt_¶Î1_Material1
[*]CCC(CCCC(CCCC(C[*])C)C)C,,,,,6.396199347095736,10.1016_j.polymertesting.2018.11.048_part_5.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,,,,,4.0178677189635055,10.1179_1432891714z.0000000001089_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H]O[H],,,,7.382772885803203,10.1155_2014_526346_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,,,,6.154423973114647,10.1002_app.33662_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H][O-],,,,7,10.1007_s10570-020-03332-1_part_4.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,,,,,3.049218022670181,10.1002_app.33165_part_2.txt_¶Î1_Material1
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,6.332438459915605,10.1038_pj.2011.124_part_1.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],[Ni],,,,3.167317334748176,10.1039_c7ta04577h_part_2.txt_¶Î1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,,,,6.597695185925512,10.1021_ie303433v_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C=C(C)C(=O)OCC(O)COC1=CC=C(C(C2=CC=C(O)C=C2)(C)C)C=C1,O=[Si]=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,7.859138297294531,10.1016_j.polymertesting.2020.107008_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,7.068185861746161,10.1016_j.compositesa.2018.08.019_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]OCC[*],O=[Si]=O,,,5.648360010980932,10.1177_1099636219837701_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Si]=O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,7.146128035678238,10.1007_s12221-021-0046-6_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,,6,10.1016_j.bioactmat.2020.02.006_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,5.845098040014257,10.4028_www.scientific.net_msf.1010.124_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,C[N+](CCO)(CCO)[3H],,,,5.469380135849925,10.4028_www.scientific.net_kem.673.127_part_1.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,OP(O)(O)=O,C[N+](CCO)(CCO)[3H],[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,,6.269512944217916,10.1002_pi.4700_part_1.txt_¶Î1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[Fe],,,6.52244423350632,10.1016_j.conbuildmat.2013.03.081_part_2.txt_¶Î1_Material2
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC([*])N1CCCC1=O,[*]C([H])([H])C(O)([H])[*],[Ag],,6.334453751150931,10.1134_s1070427213040186_part_1.txt_¶Î1_Material1
[*]C(C)C[*],C=C,O=[Si]=O,,,6.3979400086720375,10.3139_217.2411_part_3.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[Zn]=O,O=C(O)CCCCCCCCCCCCCCCCC,[S],3.397940008672037,10.1002_vnl.21369_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,O=[Si]=O,[H][Si]([H])([H])[H],,,4.096910013008056,10.3139_217.2522_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,6.75427186868346,10.1002_app.35482_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O,,,,6,10.1080_10601325.2018.1561151_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]O[C@H](C)CC([*])=O,CCCCCC1OC1CC2OC2CCCCCCCC(OC(COC(CCCCCCCC3OC3CC4OC4CCCCC)=O)COC(CCCCCCCC5OC5CC6OC6CCCCC)=O)=O,,6.235098990094939,10.3390_ma10111339_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,,,,,3.255272505103306,10.1016_j.polymertesting.2014.02.003_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]CC[*],,,5.995196291597179,10.1002_app.34609_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,,5.186815124447454,10.1016_j.foodchem.2015.09.004_part_2.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[Zn]=O,[Ca+2],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,5.672097857935717,10.1021_acsami.9b17597_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]NC(C)C(N1CCCC1C([*])=O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,5.532384880503846,10.3390_ma13143097_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],C=C(C)C(=O)OCC(O)COC1=CC=C(C(C2=CC=C(O)C=C2)(C)C)C=C1,,,7.477121254719663,10.1016_j.conbuildmat.2021.123565_part_1.txt_¶Î1_Material1
[*]OCCCCOC(CCC([*])=O)=O,[Ti](OCCCC)(OCCCC)(OCCCC)OCCCC,,,,4.850646235183066,10.1021_ie501504b_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,6.079181246047625,10.1002_pc.23616_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C([H])([H])C(O)([H])[*],O=[Si]=O.[Ca]=O,O=[Si]=O,,7,10.1617_s11527-010-9691-8_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=[Si]=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,6.903089986991944,10.1039_c5nj00426h_part_1.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,6.313867220369153,10.1678_rheology.45.39_part_2.txt_¶Î1_Material1
[*]CC[*],[*]O[Si](C)(C)[*],,,,6.301029995663981,10.1002_pat.3710_part_1.txt_¶Î1_Material1
[*]CC[*],O=C1C([*])C(CC[*])C(O1)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,C[N+](CCO)(CCO)[3H],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,5.313867220369153,10.1134_s0965545x12010014_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=[Si]=O.[Ca]=O,O=[Si]=O,[H]O[H],,7.240549248282599,10.1617_s11527-015-0572-z_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,NC1=NC2=C(N=CN2C2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]2O)C(=O)N1,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,,6.531478917042255,10.1016_j.compositesb.2019.01.014_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[H][Si]([H])([H])[H],[H][Si]([H])([H])[H],[H][Si]([H])([H])[H],,6.878751520173002,10.3144_expresspolymlett.2010.74_part_1.txt_¶Î1_Material1
[*]OCC[*],S=[Mo]=S,O=[Al]O[Al]=O,,,6.3979400086720375,10.1016_j.compositesa.2010.04.005_part_1.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,OP(O)(O)=O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,,,6.260071387985075,10.1002_pi.4700_part_1.txt_¶Î1_Material2
C/C(C[*])=C/C[*],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,O=C(O)CCCCCCCCCCCCCCCCC,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[S],4,10.1002_pc.22473_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=[Si]=O.[Ca]=O,[*]CC[*],,6.653212513775344,10.1134_s1995421217040141_part_1.txt_¶Î1_Material1
[*]CC[*],[*]CC([*])Cl,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,6.201397124320452,10.1515_polyeng-2012-0004_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[Ag+],,5.596597095626461,10.2147_ijn.s60274_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,6.618633737597086,10.1007_s10570-021-03752-7_part_3.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]NC1=CC=C([*])C=C1,,,,6.041392685158225,10.1080_03602559.2013.814145_part_1.txt_¶Î1_Material1
[*]C(C)C[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,C[N+](CCO)(CCO)[3H],O=[Si]=O,,6.426511261364575,10.1177_0021998312437234_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,7.298853076409706,10.1002_pc.26257_part_1.txt_¶Î1_Material1
[*]C(C)C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],[Al],,,6.57978359661681,10.3390_polym9110615_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[Al],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,6.524223408644053,10.1016_j.conbuildmat.2013.02.079_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,,6.570426178358972,10.1038_s41428-019-0181-8_part_1.txt_¶Î1_Material1
