SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Tensile Strength (MPa) log10,À´Ô´
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,1.5563025007672873,10.1002_pi.6079_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,OCC(O)CO,Cl[Ca]Cl,1.2060158767633449,10.1016_j.fpsl.2017.11.001_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C([H])([H])C(O)([H])[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[Ag],[*]OCC[*],1.3979400086720375,10.1039_c6ra12192f_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,O=C([*])C(C)O[*],,,1.6937269489236468,10.3390_polym13152531_part_3.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,,1.6989700043360187,10.1002_pen.25109_part_1.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,,,,,0.9547247909790628,10.1016_j.matdes.2012.03.032_part_1.txt_¶Î1_Material1
[*]C(C)C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,1.8976270912904407,10.3390_ma8125451_part_1.txt_¶Î1_Material1
[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H][Si]([H])([H])[H],,,1.0228406108765278,10.1002_pc.24004_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[S],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.2385478876813278,10.1016_j.compositesa.2011.12.015_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]C(C)C[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,[H][Si]([H])([H])[H],,1.5024271199844328,10.3390_ma9050314_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[Mg],,,,1.8195439355418688,10.1002_pc.23245_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,1.4000196350651586,10.1155_2014_941793_part_2.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]C([H])([H])C(O)([H])[*],[*]C(C(OC1O[*])COC(O[Na])=O)C(O)C1N,[*]OCC[*],,1.6989700043360187,10.3389_fphar.2023.1117542_OA_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]C/C=C/CCC([*])C#N,CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,,1.2227164711475833,10.1002_vnl.21612_part_1.txt_¶Î1_Material1
[*]C/C=C\CCC(C=C)[*],[H][O-],,,,1.1760912590556811,10.1002_app.49374_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C/C=C/CCC(C/C=C\C[*])C=C,,,,1.7189996378787182,10.1002_app.35417_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(CCCCCO[*])=O,OCCCCO,CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,0.8388490907372553,10.1007_s00289-018-2304-3_part_3.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[Al],,,,1.980911937776844,10.1007_s10570-021-04037-9_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[H][Si]([H])([H])[H],,,1.715167357848458,10.1080_03602559.2014.909478_part_1.txt_¶Î1_Material2
[*]C(C)C[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,1.1139433523068367,10.1002_pc.24701_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=[Si]=O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,CC(CC(C(C(O1)=O)CC1=O)[*])C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,1.60788374435699,10.1007_s13726-020-00794-9_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC[*],,,1.802773725291976,10.1016_j.polymer.2020.122198_part_1.txt_¶Î1_Material1
[*]C1=CC=C(C=C1)C(N[*])=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,1.5932860670204574,10.1177_8756087913498883_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C(O)C([*])C[*],Cl[Ca]Cl,,,0.9661417327390326,10.1515_epoly-2015-0060_part_1.txt_¶Î1_Material1
[*]CC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=[Si]=O,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,1.2619761913978127,10.3390_polym11071115_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,,1.3979400086720375,10.4172_2165-8064.1000207_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,O=[Ti]=O,,,,1.63558426631123,10.1051_matecconf_20167801033_part_1.txt_¶Î1_Material1
[*]CC[*],[*]OCC[*],,,,1.2174839442139065,10.1016_j.compositesb.2016.06.043_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OCC[*],[*]OCC[*],[Na+].[Cl-],,1.1931245983544616,10.1007_s10570-018-2101-z_part_1.txt_¶Î1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,CC(C)[Si](C(C)C)(OS(=O)(C(F)(F)F)=O)C(C)C,,,,1.434568904034199,10.1016_j.conbuildmat.2018.05.210_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,CCCC[Sn](OC(CC(C)CCCCCCCC)=O)(OC(CCCCCCCCCCC)=O)CCCC,,1.380211241711606,10.4028_www.scientific.net_kem.531-532.317_part_1.txt_¶Î1_Material1
[*]CCCCO[*],,,,,1.599883072073688,10.1007_s00289-017-2088-x_part_4.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[S],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=C(O)CCCCCCCCCCCCCCCCC,,1.1398790864012365,10.1080_03602559.2010.496425_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],[S],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=C(O)CCCCCCCCCCCCCCCCC,1.6232492903979006,10.4028_www.scientific.net_msf.885.298_part_1.txt_¶Î1_Material1
[*]C(C)C[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,1.4471580313422192,10.1007_s00289-010-0288-8_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C([H])([H])C(O)([H])[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,OC(C(CC(O)=O)(CC(O)=O)O)=O,1.8155777483242672,10.1016_j.compscitech.2010.05.022_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C([H])([H])C(O)([H])[*],O=C([O-])[O-].[Ca+2],,,1.4116197059632305,10.1016_j.ijadhadh.2019.102539_part_1.txt_¶Î1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,1.2174839442139065,10.1002_app.32616_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],N(CC)(CC)CC,O=C([CH3])[CH3],,,1.4058583993176366,10.1002_pi.3112_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,N(CC)(CC)CC,CCCC[Sn](OC(CC(C)CCCCCCCC)=O)(OC(CCCCCCCCCCC)=O)CCCC,,1.2624510897304295,10.1016_j.porgcoat.2020.105545_part_1.txt_¶Î1_Material1
CC(C[*])O[*],,,,,1.380211241711606,10.4028_www.scientific.net_msf.986.18_part_1.txt_¶Î1_Material1
NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,O=C1C([*])C(CC[*])C(O1)=O,[H][O-],,,1.2289134059946882,10.1007_s10924-018-1296-2_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],OCC(O)CO,[*]OCC[*],,,0.9294189257142929,10.4028_www.scientific.net_kem.737.287_part_1.txt_¶Î1_Material1
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[H][O-],,1.7160033436347992,10.1016_j.matchemphys.2020.122963_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,,0.9232440186302764,10.1002_app.41158_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]C/C=C/CCC([*])C#N,CC(CC(C(C(O1)=O)CC1=O)[*])C[*],O[Si](O)(O[Si](O)(O)O)O.[Al].[Al].O,,1.416640507338281,10.1002_pc.25541_part_3.txt_¶Î1_Material1
[*]CC[*],O=C1C([*])C(CC[*])C(O1)=O,,,,1.380211241711606,10.1177_0892705720962170_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,,,,1.4393326938302626,10.4028_www.scientific.net_kem.798.322_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,1.3979400086720375,10.1002_pc.26053_part_2.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[H]C(=O)/C([H])=C(\[H])C1=CC=CC=C1,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,1.3010299956639813,10.1016_j.foodhyd.2017.12.012_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C/C=C\C[*])C=C,[*]C/C=C/CCC(C/C=C\C[*])C=C,C[N+](CCO)(CCO)[3H],CC(C(=O)O)(CO)CO,,1.3324384599156054,10.1016_j.polymer.2016.07.039_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(C(C[*])[*])N,[Fe+3],,,-0.958607315,10.1016_j.carbpol.2020.117010_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,1.2753113545418118,10.1002_pc.24864_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C(C)C[*],[Zn]=O,,,0.9822712330395684,10.1016_j.proche.2012.06.021_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,O1C(=O)C=CC1=O,,1.6989700043360187,10.1002_app.33715_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=[Si]=O,,,,1.6344772701607315,10.1088_1757-899x_149_1_012091_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,1.3010299956639813,10.1016_j.ijbiomac.2019.04.115_part_1.txt_¶Î1_Material1
[*]CCCCO[*],CC1=CC=C(C=C1N=C=O)N=C=O,,,,1.3891660843645324,10.1007_s10965-012-0057-5_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[S],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,,1.0606978403536116,10.1080_03602559.2012.715361_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,[C],,,1.6020599913279625,10.3390_ma10050545_part_4.txt_¶Î1_Material1
[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]O[Si](C)(C)[*],,,1.6263403673750425,10.1002_app.34308_part_2.txt_¶Î1_Material1
[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,1.6532125137753435,10.1080_15583724.2015.1019136_part_6.txt_¶Î1_Material1
[*]CC([*])Cl,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C(CCCCCCCCCCCCCCCCC)O[Ca]OC(CCCCCCCCCCCCCCCCC)=O,,,1.6074550232146685,10.1002_vnl.21381_part_1.txt_¶Î1_Material1
[*]CCCC([*])OC(C)=O,C[Si](C)(C[*])O[*],O=C([O-])[O-].[Ca+2],[Al],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O.O,0.7558748556724915,10.1002_pc.23595_part_1.txt_¶Î1_Material1
[*]C(C)C[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,1.82013575187043,10.3390_polym12020438_part_2.txt_¶Î1_Material1
[*]CC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,,,1.0791812460476249,10.1016_j.carbpol.2013.10.052_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Si]=O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,C(C1=CC=C(N)C=C1)C1=CC=C(N)C=C1,2.903089986991944,10.1177_0021998314565410_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H][Si]([H])([H])[H],O=C(C1=CC=C(C=C1)OCCOC(C=C)=O)C(C)(C)O,O=[Si]=O,,1.146128035678238,10.1002_pat.1890_part_1.txt_¶Î1_Material1
[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,,1.3710678622717365,10.1007_s10570-017-1268-z_part_3.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(O)CO,,,,1.507990724819691,10.1016_j.foodhyd.2019.105201_part_2.txt_¶Î1_Material1
[*]CC([*])Cl,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C(CCCCCCCCCCCCCCCCC)O[Ca]OC(CCCCCCCCCCCCCCCCC)=O,,,1.3463529744506386,10.1007_s12221-020-9665-6_part_1.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,O=C([*])C(C)O[*],,,,1,10.3390_ma13214897_part_3.txt_¶Î1_Material1
[*]C(C)C[*],[*]C(C)C[*],O=[Al]O[Al]=O,,,1.5601458398490475,10.1007_s00107-014-0853-1_part_1.txt_¶Î1_Material1
O=C([O-])[O-].[Ca+2],[*]C([H])([H])C(O)([H])[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,1,10.3390_polym10060652_part_1.txt_¶Î1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,,,,1.988112840268352,10.1515_hf-2014-0207_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C=C([CH3])C(=O)O[CH3],C=C(C(OCC1CO1)=O)C,,,1.6812412373755872,10.1080_15440478.2021.1916672_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.631443769013172,10.1016_j.indcrop.2021.113525_part_1.txt_¶Î1_Material1
C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,,,,1.6720978579357175,10.1002_app.31860_part_2.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,O=[Si]=O,O=[Si]=O,[H][Si]([H])([H])[H],,0.7708520116421442,10.1039_c8sm01712c_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[C],,,,1.5145477526602862,10.1002_app.32540_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,[C],,,1.954242509439325,10.1177_0967391111019002-317_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,,1.5427009694481109,10.1016_j.jfoodeng.2012.07.009_part_1.txt_¶Î1_Material2
[*]CCC(CCCC(CCCC(C[*])C)C)C,,,,,1.705007959333336,10.1016_j.polymertesting.2018.11.048_part_5.txt_¶Î1_Material1
O=C([*])CCCCCN[*],C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,,,,1.741939077729199,10.1002_app.33662_part_2.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,O=[Si]=O,[*]OCC[*],,,1.2041199826559248,10.3390_polym13050788_part_3.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H][O-],,,,2,10.1007_s10570-020-03332-1_part_4.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,,,,,0.8407332346118067,10.1002_app.33165_part_2.txt_¶Î1_Material1
[*]CC([*])Cl,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,1.963787827345556,10.1070_rcr4477_part_3.txt_¶Î1_Material1
